Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
Reporter,Khyber Medical University,Pakistan,,,,,,
Reporter,Kimyo International University in Tashkent,Uzbekistan,,,,,,
Reporter,King Abdullah University of Science and Technology (KAUST),Saudi Arabia,,,,,,
Reporter,King Danylo University,Ukraine,,,,,,
Reporter,King Edward Medical University,Pakistan,,,,,,
Reporter,Kinnaird College for Women,Pakistan,,,,,,
Reporter,University of Kirkuk,Iraq,,,,,,
Reporter,Kitami Institute of Technology,Japan,,,,,,
Reporter,KLE Technological University,India,,,,,,
Reporter,Knowledge University,Iraq,,,,,,
Reporter,Kobe Gakuin University,Japan,,,,,,
Reporter,Kocaeli Health and Technology University,Turkey,,,,,,
Reporter,Kohsar University Murree,Pakistan,,,,,,
Reporter,Kokshetau State University,Kazakhstan,,,,,,
Reporter,Kokugakuin University,Japan,,,,,,
Reporter,Konan University,Japan,,,,,,
Reporter,Konan Women’s University,Japan,,,,,,
Reporter,Koya University,Iraq,,,,,,
Reporter,KPR Institute of Engineering and Technology,India,,,,,,
Reporter,Kumasi Technical University,Ghana,,,,,,
Reporter,Kursk State Medical University,Russian Federation,,,,,,
Reporter,Kütahya Health Sciences University,Turkey,,,,,,
Reporter,Kutaisi University,Georgia,,,,,,
Reporter,Kuwait College of Science and Technology (KCST),Kuwait,,,,,,
Reporter,Kyiv National Economic University,Ukraine,,,,,,
Reporter,Kyoai Gakuen University,Japan,,,,,,
Reporter,Kyoto Koka Women’s University,Japan,,,,,,
Reporter,Kyoto Notre Dame University,Japan,,,,,,
Reporter,Kyrgyz-Turkish Manas University,Kyrgyzstan,,,,,,
Reporter,K. Zhubanov Aktobe Regional University,Kazakhstan,,,,,,
Reporter,Lahore Leads University,Pakistan,,,,,,
Reporter,Landmark University,Nigeria,,,,,,
Reporter,Larbi Tebessi University,Algeria,,,,,,
Reporter,La Salle University,Colombia,,,,,,
Reporter,University of Las Américas (UDLA),Ecuador,,,,,,
Reporter,Leeds Arts University,United Kingdom,,,,,,
Reporter,Leeds Conservatoire,United Kingdom,,,,,,
Reporter,Leeds Trinity University,United Kingdom,,,,,,
Reporter,Lesya Ukrainka Volyn National University,Ukraine,,,,,,
Reporter,Liaquat University of Medical and Health Sciences (LUMHS),Pakistan,,,,,,
Reporter,University of Liberal Arts Bangladesh,Bangladesh,,,,,,
Reporter,Lincoln University College,Malaysia,,,,,,
Reporter,Lira University,Uganda,,,,,,
Reporter,Université du Littoral Côte d’Opale,France,,,,,,
Reporter,Liverpool Hope University,United Kingdom,,,,,,
Reporter,Liverpool Institute for Performing Arts,United Kingdom,,,,,,
Reporter,Liverpool School of Tropical Medicine,United Kingdom,,,,,,
Reporter,The LNM Institute of Information Technology,India,,,,,,
Reporter,London Academy of Music and Dramatic Art (LAMDA),United Kingdom,,,,,,
Reporter,London Business School,United Kingdom,,,,,,
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,,,,,,
Reporter,London Metropolitan University,United Kingdom,,,,,,
Reporter,Lviv State University of Life Safety,Ukraine,,,,,,
Reporter,University of Magallanes,Chile,,,,,,
Reporter,Universidad del Magdalena,Colombia,,,,,,
Reporter,University Centre of Maghnia,Algeria,,,,,,
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,,,,,,
Reporter,Malawi University of Science and Technology (MUST),Malawi,,,,,,
Reporter,Management Development Institute (MDI),India,,,,,,
Reporter,Management & Science University (MSU),Malaysia,,,,,,
Reporter,Universidad Manuela Beltrán,Colombia,,,,,,
Reporter,Mapúa University,Philippines,,,,,,
Reporter,Margulan University,Kazakhstan,,,,,,
Reporter,Mariano Marcos State University,Philippines,,,,,,
Reporter,Maritime University of Szczecin,Poland,,,,,,
Reporter,University of Mataram,Indonesia,,,,,,
Reporter,M. Auezov South Kazakhstan University,Kazakhstan,,,,,,
Reporter,Universidad Mayor de San Simón,Bolivia,,,,,,
Reporter,University of Medea,Algeria,,,,,,
Reporter,University of Medellín,Colombia,,,,,,
Reporter,Medizinische Hochschule Hannover,Germany,,,,,,
Reporter,Meikai University,Japan,,,,,,
Reporter,Universitas Mercu Buana,Indonesia,,,,,,
Reporter,Middle East University,Jordan,,,,,,
Reporter,Mindanao State University – Iligan Institute of Technology,Philippines,,,,,,
Reporter,Minhaj University Lahore,Pakistan,,,,,,
Reporter,University of Misan,Iraq,,,,,,
Reporter,Misr University for Science and Technology,Egypt,,,,,,
Reporter,Mizoram University,India,,,,,,
Reporter,M. Kumarasamy College of Engineering,India,,,,,,
Reporter,"MNS University of Agriculture, Multan",Pakistan,,,,,,
Reporter,Modern University for Business and Science,Lebanon,,,,,,
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,,,,,,
Reporter,University of Mohamed Lamine Debaghin Setif 2,Algeria,,,,,,
Reporter,Monroe College,United States,,,,,,
Reporter,University of Monterrey,Mexico,,,,,,
Reporter,Russian Biotechnological University (BIOTECH),Russian Federation,,,,,,
Reporter,Moscow State Linguistic University,Russian Federation,,,,,,
Reporter,Moscow Technical University of Communications and Informatics,Russian Federation,,,,,,
Reporter,University of Mostar,Bosnia and Herzegovina,,,,,,
Reporter,Muban Chombueng Rajabhat University,Thailand,,,,,,
Reporter,Universitas Muhammadiyah Yogyakarta,Indonesia,,,,,,
Reporter,Mukogawa Women’s University,Japan,,,,,,
Reporter,Mulungushi University,Zambia,,,,,,
Reporter,Musashino University,Japan,,,,,,
Reporter,Universidad Nacional Abierta y a Distancia (UNAD),Colombia,,,,,,
Reporter,Universidad Nacional de Asunción,Paraguay,,,,,,
Reporter,Universidad Nacional de Chimborazo,Ecuador,,,,,,
Reporter,Universidad Nacional de Itapúa,Paraguay,,,,,,
Reporter,Universidad Nacional de Rafaela (UNRaf),Argentina,,,,,,
Reporter,Nagoya University of Commerce & Business,Japan,,,,,,
Reporter,Nakhchivan State University,Azerbaijan,,,,,,
Reporter,Nakhon Ratchasima Rajabhat University,Thailand,,,,,,
Reporter,Namal University,Pakistan,,,,,,
Reporter,Namangan Engineering Construction Institute,Uzbekistan,,,,,,
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,,,,,,
Reporter,Namangan State University,Uzbekistan,,,,,,
Reporter,Narxoz University,Kazakhstan,,,,,,
Reporter,"Nasarawa State University, Keffi",Nigeria,,,,,,
Reporter,National Agrarian University La Molina,Peru,,,,,,
Reporter,National University of Computer and Emerging Sciences,Pakistan,,,,,,
Reporter,National Film and Television School,United Kingdom,,,,,,
Reporter,National University of Food Technologies,Ukraine,,,,,,
Reporter,National University Odessa Law Academy,Ukraine,,,,,,
Reporter,The National University of Ostroh Academy,Ukraine,,,,,,
Reporter,National Polytechnic University of Armenia,Armenia,,,,,,
Reporter,National University of Quilmes,Argentina,,,,,,
Reporter,National School of Artificial Intelligence (ENSIA),Algeria,,,,,,
Reporter,"National University of Science and Technology, Oman",Oman,,,,,,
Reporter,"National University, Sudan",Sudan,,,,,,
Reporter,National Textile University,Pakistan,,,,,,
Reporter,National Transport University,Ukraine,,,,,,
Reporter,National University of Water and Environmental Engineering,Ukraine,,,,,,
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,,,,,,
Reporter,Navoi State Pedagogical Institute,Uzbekistan,,,,,,
Reporter,Netaji Subhas University of Technology,India,,,,,,
Reporter,Newman University,United Kingdom,,,,,,
Reporter,Niger Delta University,Nigeria,,,,,,
Reporter,Nihon Pharmaceutical University,Japan,,,,,,
Reporter,Niigata University of Health and Welfare,Japan,,,,,,
Reporter,University of Niigata Prefecture,Japan,,,,,,
Reporter,Ninevah University,Iraq,,,,,,
Reporter,Nitte (Deemed to be University),India,,,,,,
Reporter,University of Northampton,United Kingdom,,,,,,
Reporter,Northeast Ohio Medical University,United States,,,,,,
Reporter,Northern Border University,Saudi Arabia,,,,,,
Reporter,Northern Technical University,Iraq,,,,,,
Reporter,Norwich University of the Arts,United Kingdom,,,,,,
Reporter,University Centre of Nour Bachir El-Bayadh,Algeria,,,,,,
Reporter,University of Nova Gorica,Slovenia,,,,,,
Reporter,Novosibirsk State University of Economics and Management,Russian Federation,,,,,,
Reporter,Nueva Ecija University of Science and Technology (NEUST),Philippines,,,,,,
Reporter,Universidad Nur,Bolivia,,,,,,
Reporter,October 6 University,Egypt,,,,,,
Reporter,October University for Modern Sciences and Arts (MSA),Egypt,,,,,,
Reporter,Odesa I.I. Mechnikov National University,Ukraine,,,,,,
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,,,,,,
Reporter,University of Okara,Pakistan,,,,,,
Reporter,Omsk State Agrarian University,Russian Federation,,,,,,
Reporter,Open Christian University,South Africa,,,,,,
Reporter,O.P. Jindal Global University,India,,,,,,
Reporter,Université d’Oran 2 Mohamed Ben Ahmed,Algeria,,,,,,
Reporter,Oran Graduate School of Economics,Algeria,,,,,,
Reporter,Orel State Agrarian University named after N.V. Parahin,Russian Federation,,,,,,
Reporter,Orel State University named after I.S. Turgenev,Russian Federation,,,,,,
Reporter,ORT Uruguay University,Uruguay,,,,,,
Reporter,Osol Al-Deen University College,Iraq,,,,,,
Reporter,University College of Osteopathy,United Kingdom,,,,,,
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,,,,,,
Reporter,University of Oum El Bouaghi,Algeria,,,,,,
Reporter,Universidad del Pacífico,Peru,,,,,,
Reporter,Universidad del Pacífico Ecuador,Ecuador,,,,,,
Reporter,Palestine Polytechnic University,Palestine,,,,,,
Reporter,Palestine Technical University – Kadoorie,Palestine,,,,,,
Reporter,Universidad de Pamplona,Colombia,,,,,,
Reporter,Panteion University of Social and Political Sciences,Greece,,,,,,
Reporter,Panthéon-Assas University (Paris 2),France,,,,,,
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,,,,,,
Reporter,University of Petra,Jordan,,,,,,
Reporter,Petre Shotadze Tbilisi Medical Academy,Georgia,,,,,,
Reporter,Petroleum University of Technology,Iran,,,,,,
Reporter,Petro Mohyla Black Sea National University,Ukraine,,,,,,
Reporter,Pharos University,Egypt,,,,,,
Reporter,Philadelphia University (Jordan),Jordan,,,,,,
Reporter,"Plateau State University, Bokkos",Nigeria,,,,,,
Reporter,Platov South-Russian State Polytechnic University (NPI),Russian Federation,,,,,,
Reporter,Plymouth Marjon University,United Kingdom,,,,,,
Reporter,Polytechnic Institute of Setúbal,Portugal,,,,,,
Reporter,Pontifical Catholic University of Argentina,Argentina,,,,,,
Reporter,University of Poonch Rawalakot,Pakistan,,,,,,
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,,,,,,
Reporter,Prefectural University of Hiroshima,Japan,,,,,,
Reporter,"Presbyterian University, Ghana",Ghana,,,,,,
Reporter,Presidency University,India,,,,,,
Reporter,Prince Mohammad Bin Fahd University,Saudi Arabia,,,,,,
Reporter,"University of Professional Studies, Accra",Ghana,,,,,,
Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,Ukraine,,,,,,
Reporter,Pskov State University,Russian Federation,,,,,,
Reporter,PUC-Campinas,Brazil,,,,,,
Reporter,University of Puthisastra,Cambodia,,,,,,
Reporter,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)",Pakistan,,,,,,
Reporter,Queen Arwa University,Yemen,,,,,,
Reporter,Queen Margaret University,United Kingdom,,,,,,
Reporter,Universidade Rainha Njinga a Mbande (URNM),Angola,,,,,,
Reporter,Rajamangala University of Technology Isan,Thailand,,,,,,
Reporter,Rajamangala University of Technology Thanyaburi (RMUTT),Thailand,,,,,,
Reporter,Rawalpindi Medical University,Pakistan,,,,,,
Reporter,Rennes School of Business,France,,,,,,
Reporter,Ritsumeikan Asia Pacific University (APU),Japan,,,,,,
Reporter,Rose Bruford College,United Kingdom,,,,,,
Reporter,Rostov State University of Economics,Russian Federation,,,,,,
Reporter,Royal Agricultural University,United Kingdom,,,,,,
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,,,,,,
Reporter,Royal College of Academics,Luxembourg,,,,,,
Reporter,Royal College of Art,United Kingdom,,,,,,
Reporter,Royal Conservatoire of Scotland,United Kingdom,,,,,,
Reporter,Royal Academy of Dramatic Art (RADA),United Kingdom,,,,,,
Reporter,Royal College of Music,United Kingdom,,,,,,
Reporter,Royal Academy of Music,United Kingdom,,,,,,
Reporter,Royal Northern College of Music,United Kingdom,,,,,,
Reporter,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,Russian Federation,,,,,,
Reporter,Russian University of State for Social (RUSS),Russian Federation,,,,,,
Reporter,Ryazan State Medical University,Russian Federation,,,,,,
Reporter,University of Sadat City,Egypt,,,,,,
Reporter,University of Saida,Algeria,,,,,,
Reporter,University of Saint Joseph,Macao,,,,,,
Reporter,Saint Petersburg State Pediatric Medical University,Russian Federation,,,,,,
Reporter,"Saint Thomas University, Colombia",Colombia,,,,,,
Reporter,Sakon Nakhon Rajabhat University,Thailand,,,,,,
Reporter,Salahaddin University,Iraq,,,,,,
Reporter,Samara State Medical University,Russian Federation,,,,,,
Reporter,Samarkand State University,Uzbekistan,,,,,,
Reporter,Samarkand State Institute of Foreign Languages,Uzbekistan,,,,,,
Reporter,Samarkand State Medical University,Uzbekistan,,,,,,
Reporter,Samsun University,Turkey,,,,,,
Reporter,Universidad San Ignacio de Loyola,Peru,,,,,,
Reporter,University of San Martín de Porres,Peru,,,,,,
Reporter,University of Santander,Colombia,,,,,,
Reporter,Universidad Santo Tomás,Chile,,,,,,
Reporter,Sarsen Amanzholov East Kazakhstan University,Kazakhstan,,,,,,
Reporter,Satya Wacana Christian University,Indonesia,,,,,,
Reporter,Saudi Electronic University,Saudi Arabia,,,,,,
Reporter,SBS Swiss Business School,Switzerland,,,,,,
Reporter,University of Science and Technology of Southern Philippines (USTP),Philippines,,,,,,
Reporter,Sebha University,Libya,,,,,,
Reporter,Sefako Makgatho Health Sciences University,South Africa,,,,,,
Reporter,Seisa Dohto University,Japan,,,,,,
Reporter,Senshu University,Japan,,,,,,
Reporter,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan,,,,,,
Reporter,"Shah Abdul Latif University, Khairpur",Pakistan,,,,,,
Reporter,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,,,,,,
Reporter,Shaheed Mohtarma Benazir Bhutto Medical University,Pakistan,,,,,,
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,,,,,,
Reporter,The University of Shiga Prefecture,Japan,,,,,,
Reporter,Shonan Institute of Technology,Japan,,,,,,
Reporter,Silesian University in Opava,Czech Republic,,,,,,
Reporter,SIMAD University,Somalia,,,,,,
Reporter,Simón Bolívar University (Colombia),Colombia,,,,,,
Reporter,Universidad del Sinú,Colombia,,,,,,
Reporter,Sir Syed University of Engineering and Technology,Pakistan,,,,,,
Reporter,Skolkovo Institute of Science and Technology (Skoltech),Russian Federation,,,,,,
Reporter,Sohar University,Oman,,,,,,
Reporter,"Solent University, Southampton",United Kingdom,,,,,,
Reporter,"Soochow University, Taiwan",Taiwan,,,,,,
Reporter,University of Sopron,Hungary,,,,,,
Reporter,University of Souk Ahras,Algeria,,,,,,
Reporter,Institute of Southern Punjab – Multan,Pakistan,,,,,,
Reporter,Southern Technical University,Iraq,,,,,,
Reporter,Sri Balaji Vidyapeeth,India,,,,,,
Reporter,Sri Lanka Institute of Information Technology,Sri Lanka,,,,,,
Reporter,State Energy Institute of Turkmenistan,Turkmenistan,,,,,,
Reporter,Stavropol State Agrarian University,Russian Federation,,,,,,
Reporter,St Luke’s International University,Japan,,,,,,
Reporter,"St Mary’s University College, Belfast",United Kingdom,,,,,,
Reporter,"St Mary’s University, Twickenham",United Kingdom,,,,,,
Reporter,Stranmillis University College,United Kingdom,,,,,,
Reporter,University of Suffolk,United Kingdom,,,,,,
Reporter,University of Sufism and Modern Sciences (USMS),Pakistan,,,,,,
Reporter,Sugiyama Jogakuen University,Japan,,,,,,
Reporter,Sukkur IBA University,Pakistan,,,,,,
Reporter,Suleyman Demirel University,Kazakhstan,,,,,,
Reporter,University of Swabi,Pakistan,,,,,,
Reporter,Tafila Technical University,Jordan,,,,,,
Reporter,University of Taipei,Taiwan,,,,,,
Reporter,Takushoku University,Japan,,,,,,
Reporter,Tama Art University,Japan,,,,,,
Reporter,University of Tamanghasset,Algeria,,,,,,
Reporter,Tarlac Agricultural University,Philippines,,,,,,
Reporter,Tarsus University,Turkey,,,,,,
Reporter,Tashkent Institute of Chemical Technology,Uzbekistan,,,,,,
Reporter,Tashkent Institute of Finance,Uzbekistan,,,,,,
Reporter,Tashkent University of Information Technologies,Uzbekistan,,,,,,
Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan,,,,,,
Reporter,Tashkent Medical Academy,Uzbekistan,,,,,,
Reporter,Tashkent Pediatric Medical Institute,Uzbekistan,,,,,,
Reporter,Tashkent Pharmaceutical Institute,Uzbekistan,,,,,,
Reporter,Tashkent State Dental Institute,Uzbekistan,,,,,,
Reporter,Tashkent State University of Economics,Uzbekistan,,,,,,
Reporter,Tashkent State University of Law,Uzbekistan,,,,,,
Reporter,Tashkent State University of Oriental Studies,Uzbekistan,,,,,,
Reporter,Tashkent State Pedagogical University named after Nizami,Uzbekistan,,,,,,
Reporter,Tashkent State Technical University,Uzbekistan,,,,,,
Reporter,Tashkent State Transport University,Uzbekistan,,,,,,
Reporter,Tashkent Institute of Textile and Light Industry,Uzbekistan,,,,,,
Reporter,Tata Institute of Fundamental Research,India,,,,,,
Reporter,Tatung University,Taiwan,,,,,,
Reporter,T. C. Demiro?lu Bilim University,Turkey,,,,,,
Reporter,Teacher Education College of Setif,Algeria,,,,,,
Reporter,Technical University of Moldova,Moldova,,,,,,
Reporter,University of Technology Nowshera,Pakistan,,,,,,
